cow_id,breed,age_months,weight_kg,lactation_stage,lactation_day,parity,historical_yield_7d,historical_yield_30d,feed_type,feed_quantity_kg,feeding_frequency,walking_distance_km,grazing_hours,rumination_hours,resting_hours,body_temperature,heart_rate,health_score,temperature,humidity,season,housing_type,ventilation_score,cleanliness_score,milk_yield_liters,date,day_of_year
1,Ayrshire,116,593.4994528385039,early,21,7,20.379585811264477,21.87273035912709,concentrates,11.531726086101639,4,3.2790412922001377,10.021030569613053,6.419121865976485,5.559847564410462,38.23741509641093,54.28619834245858,0.8574269294896714,24.92285115200832,61.48769937914996,summer,compost_barn,0.6092249700165663,0.7623873301291946,17.709638014128558,2025-08-14,226
1,Ayrshire,116,593.4994528385039,early,22,7,26.45517000631091,21.45776103890144,silage,17.118976062075586,4,3.394233021879601,8.83402221932635,7.832461857121157,5.333515923552493,38.35330042682067,59.70161430640251,0.9826605267054558,29.110394507823717,53.480352470853845,summer,tie_stall,0.9233589392465844,0.6523068845866853,19.753618923078236,2025-08-15,227
1,Ayrshire,116,593.4994528385039,early,23,7,29.408805194743053,25.05394416092084,green_fodder,11.988944275359747,3,1.734880886077358,10.183984528715342,9.77831304155244,2.0377024297322173,39.09681986214116,62.186383160538625,0.976562270506935,27.191223068012395,56.9952679423627,summer,compost_barn,0.8281775897621597,0.7604171300129119,25.420658066386643,2025-08-16,228
1,Ayrshire,116,593.4994528385039,early,24,7,17.459233552262585,28.39858790313928,silage,9.738895390636866,4,3.134428882628022,4.248646455586966,5.633217861113702,12.118135683299332,38.818152554172585,50.9327933142007,0.9370526621593617,30.304081500743187,66.28885207446221,summer,pasture,0.6296178606936361,0.6792328642721364,15.60127667604241,2025-08-17,229
1,Ayrshire,116,593.4994528385039,early,25,7,26.6909062599666,18.47713190291099,concentrates,10.203584121088644,4,1.962170123484518,7.848392509943629,7.972963533755787,6.178643956300583,38.89779773194797,74.95434252883473,0.8481386789093173,25.948083456568497,82.69574517051052,summer,free_stall,0.8842651558743149,0.5554454104059157,18.198510825855546,2025-08-18,230
1,Ayrshire,116,593.4994528385039,early,26,7,26.285584350281397,25.258051583452687,mixed,13.807064981251685,4,3.01900033106215,9.745410195981036,9.287225982957292,2.9673638210616726,39.31146024967069,68.23733076975141,0.9641403517045772,27.700913681691656,79.41760649627533,summer,tie_stall,0.9232481518257668,0.8167018782552118,24.12709257439646,2025-08-19,231
1,Ayrshire,116,593.4994528385039,early,27,7,23.827064333124266,21.335757519078285,green_fodder,13.34625100554795,2,2.6078918468678425,5.072970103735763,7.296120277064576,9.630909619199661,38.630527636089944,60.05113456642461,0.8252233009446337,28.877766469774162,60.360671803331336,summer,free_stall,0.8769744131561081,0.6347061668992607,17.57848402061282,2025-08-20,232
1,Ayrshire,116,593.4994528385039,early,28,7,26.69910482093322,23.97047940022171,silage,12.515100781445529,3,2.925554084233833,10.173454046078547,8.004986880702631,3.821559073218822,38.279116988386996,59.15834914818823,0.8035213744080049,29.506614004748172,43.122246185198634,summer,free_stall,0.695824756266789,0.5724474360456115,20.772382057747688,2025-08-21,233
1,Ayrshire,116,593.4994528385039,early,29,7,22.482621729419005,21.118808028564747,mixed,13.546281711778498,3,3.5868570938002704,12.380911251619956,6.009463674869312,3.609625073510732,38.21685113519862,60.99651365087641,0.9032693085526847,22.25103711252821,53.369958410645836,summer,pasture,0.884459812975207,0.9047505230698577,18.993996822578,2025-08-22,234
1,Ayrshire,116,593.4994528385039,early,30,7,25.314122998665912,26.00638546138469,dry_fodder,12.963958278005789,2,3.9264563586203223,7.286509948463611,7.556121798533965,7.157368253002424,39.02193030545933,65.26448161334696,0.8665602434798387,27.282688851846554,74.25505663572696,summer,compost_barn,0.7043316699321636,0.9981268498789622,19.65203933748139,2025-08-23,235
1,Ayrshire,116,593.4994528385039,early,31,7,18.915725538203805,23.98057222139588,concentrates,9.870337694273989,3,3.617640845511145,10.43414159396022,7.226288269498875,4.339570136540905,38.923700716288316,61.74833011991471,0.907568559307808,28.9031148687011,79.47215873492652,summer,compost_barn,0.9977829850443283,0.5879626263386727,16.62489402137728,2025-08-24,236
1,Ayrshire,116,593.4994528385039,early,32,7,29.250602910619286,25.57735980585932,concentrates,13.64412031998898,4,4.896792982653947,5.260257886567407,6.228219250506742,10.51152286292585,38.939336774095445,57.604054918061905,0.8893415877991788,25.68736569899124,48.31253968505828,summer,tie_stall,0.7400313630778703,0.8225516810152824,21.683732994902154,2025-08-25,237
1,Ayrshire,116,593.4994528385039,early,33,7,23.289291436973095,19.4091201087,green_fodder,12.793548562542258,3,2.8758676111183403,9.480681635895477,6.547537767655331,5.971780596449192,38.8885248974518,70.45571168346316,0.7950766015468833,20.145940082361925,87.1977316279783,summer,compost_barn,0.7490747468376198,0.6973457334047362,20.8649896016754,2025-08-26,238
1,Ayrshire,116,593.4994528385039,early,34,7,32.186781641667636,24.029225490962528,dry_fodder,13.744894315320906,4,4.066198544097738,8.899548076977467,8.778924343885961,4.321527579136571,38.16652831252174,43.081817437496966,0.7768620830783374,23.723797405600948,49.594073615966046,summer,compost_barn,0.9652962210225885,0.7556711994304689,23.421344097627088,2025-08-27,239
1,Ayrshire,116,593.4994528385039,early,35,7,26.78652270968317,25.41767834047865,silage,12.352361844104642,3,3.1650227981093386,6.288142164341264,6.960363857960381,8.751493977698356,38.232668629074965,42.11503495019504,0.8772499781707033,32.94101305252056,68.48444237264607,summer,tie_stall,0.7001005442063456,0.5194173672147115,15.360726522624969,2025-08-28,240
1,Ayrshire,116,593.4994528385039,early,36,7,24.46402762419437,22.055130856987503,silage,13.099152690125335,3,1.7291281931239602,8.091143679807628,6.348399652394183,7.560456667798189,39.571972044662665,66.33919022318011,0.9178274001167984,32.83196000986209,57.335832990695565,summer,free_stall,0.9878147468456636,0.857297552089976,21.791345720872258,2025-08-29,241
1,Ayrshire,116,593.4994528385039,early,37,7,26.134244109903932,29.06764459674649,green_fodder,10.843446172071726,2,1.451171320175908,7.3137418717918035,7.183855514409558,7.502402613798637,38.78894856754942,81.34641248007408,0.8307018696033672,25.83029200494974,54.00961698044234,summer,free_stall,0.7678400249711159,0.6238654947505787,17.147139838064803,2025-08-30,242
1,Ayrshire,116,593.4994528385039,early,38,7,40.935166690364845,24.336654084031682,silage,10.901494185271396,3,4.096796254441404,4.010076856884702,5.699807158406561,12.290115984708738,39.271533825929545,73.23263807151237,0.7135912029316133,30.219097140731144,76.61951080144006,summer,pasture,0.6061218161161539,0.9667181540397415,22.990222463371616,2025-08-31,243
1,Ayrshire,116,593.4994528385039,early,39,7,27.23445072387034,25.12396747094013,silage,13.852465085770067,3,1.9655976435143154,4.204282942001329,7.481217728428127,10.314499329570545,38.73352858636444,71.37017418633458,0.8954454315573364,22.72237419353896,70.16102197103034,autumn,pasture,0.6783164539157186,0.5346806504375827,19.196911222940695,2025-09-01,244
1,Ayrshire,116,593.4994528385039,early,40,7,13.916194727585454,29.558265354459856,dry_fodder,9.750096524334285,4,4.281920380314202,3.377762835093721,6.644511359083641,11.97772580582264,38.976005546923346,74.5255024746237,0.9632416040581159,13.959388748213623,57.604985980117505,autumn,compost_barn,0.7671784126862315,0.9837902757601238,20.445206143841776,2025-09-02,245
1,Ayrshire,116,593.4994528385039,early,41,7,29.28932329394233,21.90724762565156,green_fodder,12.765598934301572,4,4.04367564536875,4.2289785381885405,5.465934881301072,12.305086580510386,38.681534801668654,71.44371535474684,0.7714708457211938,23.44008516184457,55.77132176345764,autumn,tie_stall,0.9610211626718267,0.7526261862239285,21.706710681769646,2025-09-03,246
1,Ayrshire,116,593.4994528385039,early,42,7,34.06833287939454,25.618331580470098,silage,12.784083779465192,4,2.8754747524063156,4.096995964992718,7.595157025436913,10.307847009570368,38.09088965838326,80.9238727568546,0.7879632315094194,13.803876010651225,77.80962066601784,autumn,free_stall,0.8214812209383203,0.6063639475121145,21.400254705784988,2025-09-04,247
1,Ayrshire,116,593.4994528385039,early,43,7,31.800556831240858,20.833120085377683,dry_fodder,14.366964640282005,2,3.5591092026145277,4.87254159143048,8.154354338408924,8.973104070160597,38.26130913471234,53.35772556695577,0.7250502150096005,15.413652179002394,61.12373396273847,autumn,free_stall,0.7511950360489018,0.8525421821483299,17.456317695909455,2025-09-05,248
1,Ayrshire,116,593.4994528385039,early,44,7,26.120462409052084,24.05036960312718,dry_fodder,10.635314797759692,2,2.951804514464187,4.554692794223628,7.733173364744352,9.71213384103202,37.94788910572643,67.61571841297597,0.8200668678616074,7.067681907868328,58.667342375735046,autumn,compost_barn,0.7142848345127443,0.9342995640947301,17.763500618514694,2025-09-06,249
1,Ayrshire,116,593.4994528385039,early,45,7,29.881545632405512,18.59019778036001,green_fodder,12.9959965824909,2,2.568057798391628,5.85996700648693,8.200411548413399,7.939621445099672,39.40804389512191,58.8906806437049,0.886039779340461,11.134951080722669,65.36765261388415,autumn,compost_barn,0.6678719615582261,0.8234241808343619,20.140099870831,2025-09-07,250
1,Ayrshire,116,593.4994528385039,early,46,7,31.997983239263665,22.210287902967448,silage,8.174586965871562,2,3.362476458805302,3.101585328651642,7.491919171506506,11.406495499841853,37.83988339648968,78.31458765854353,0.979818545006204,11.008823909842334,44.93232764287433,autumn,tie_stall,0.820635149017628,0.5824171305685004,21.890577408440873,2025-09-08,251
1,Ayrshire,116,593.4994528385039,early,47,7,26.126176764028017,22.199738114083026,green_fodder,10.64442781401323,3,3.258666912010217,5.232514211736251,7.218683092276141,9.548802695987607,38.25781215401535,76.38859986373953,0.9739497256772929,14.93111022366404,85.5856669482087,autumn,pasture,0.9075949660722042,0.9723828649412141,22.01008094370757,2025-09-09,252
1,Ayrshire,116,593.4994528385039,early,48,7,29.685362601575893,21.72269547780489,concentrates,10.255792469192881,2,2.3289760888493047,5.060446814110468,8.541370996918182,8.39818218897135,38.086053460542146,56.96135564569073,0.9014719586778399,9.661897853087028,62.8643077246806,autumn,tie_stall,0.7904842787156057,0.9156857450312506,20.120579722641683,2025-09-10,253
1,Ayrshire,116,593.4994528385039,early,49,7,26.201755780387387,24.80053767669369,mixed,10.689829432351843,2,4.149623078833082,4.525211712690948,7.2334657964802425,10.24132249082881,38.90132612780371,60.54070874260486,0.8909932964866848,21.710442521529576,25.868179854734365,autumn,pasture,0.7749899688094917,0.9520793472468743,15.578068512317781,2025-09-11,254
1,Ayrshire,116,593.4994528385039,early,50,7,16.17936550349959,29.999554702700788,dry_fodder,8.593235121289691,2,2.9444523011033814,3.9938008603261275,7.4031193270855775,10.603079812588295,39.06133884239901,45.58804239504001,0.7720436856334579,12.566427519786252,85.01668461296204,autumn,pasture,0.8149053666856281,0.730059579491786,12.298037576378842,2025-09-12,255
2,Ayrshire,79,594.8826453976849,late,281,4,24.79186982856538,20.399537367704347,mixed,12.15209607979277,4,3.352959975538902,6.369001853423023,6.4409745067661435,9.190023639810835,37.78295556538374,58.084671760867074,0.8092809583144226,27.68660451363414,79.32713480751858,summer,tie_stall,0.7320398053240622,0.6607913823400144,17.851372261883363,2025-08-14,226
2,Ayrshire,79,594.8826453976849,late,282,4,21.098283229711424,27.405608369515313,green_fodder,9.880841707566702,3,3.1781284257610647,8.071270919700911,7.799691222585207,6.129037857713882,38.53450275567952,67.68727492147329,0.8593797261920602,37.86730445801279,59.31413530726519,summer,tie_stall,0.8989883752535026,0.518341601445299,13.183197358470673,2025-08-15,227
2,Ayrshire,79,594.8826453976849,late,283,4,33.43570817536282,27.526559027797802,silage,11.744164817038467,4,2.0444595593995745,6.257506237770142,6.773250572701774,8.969243189528086,38.11445672974778,65.761745994711,0.8691895276056509,28.14310279783913,79.52934734456632,summer,free_stall,0.6845792027986178,0.6637486760889573,20.539122114610354,2025-08-16,228
2,Ayrshire,79,594.8826453976849,late,284,4,18.45175354994051,21.531638366852498,dry_fodder,10.277431597343472,4,2.559495441126475,11.16407636592756,6.611930810202586,4.223992823869854,38.165799015848364,73.95731935928563,0.8712334914006735,35.39972069445013,66.16052461471428,summer,compost_barn,0.7992990791395761,0.665174240640457,12.01910012043003,2025-08-17,229
2,Ayrshire,79,594.8826453976849,late,285,4,26.42990083094142,31.13245134150023,green_fodder,12.097043255889654,2,2.1690498835889622,8.780506537966284,6.915091167504167,6.304402294529549,38.61866219237987,62.735774031386285,0.7773708481134819,33.944005038261025,64.3803735412884,summer,compost_barn,0.8891584386487102,0.9104307365766763,18.99727234768808,2025-08-18,230
2,Ayrshire,79,594.8826453976849,late,286,4,25.0539908240485,21.59212528441446,silage,13.277247299675288,2,4.846980331447603,8.531910538708864,6.786527363092667,6.681562098198469,38.56925398119422,67.64252198609023,0.7961926576478543,27.57118415383583,51.354605747773206,summer,pasture,0.6207294147289707,0.6683021390969603,19.337880657190166,2025-08-19,231
2,Ayrshire,79,594.8826453976849,late,287,4,27.8965171843611,25.989167111323102,concentrates,16.779756544436648,4,2.3955855218682878,9.15414425436108,6.796954613957007,6.048901131681912,38.68557293668565,53.960148132841795,0.9815021370463113,33.53164552414221,76.57457223952004,summer,compost_barn,0.7516914339855202,0.9632247117948556,20.783130511475044,2025-08-20,232
2,Ayrshire,79,594.8826453976849,late,288,4,34.53509450955278,24.073673516758205,concentrates,12.917420343118025,4,3.742364916259118,8.486913021399776,7.820245739486255,5.692841239113969,37.6463614221862,54.99213617582406,0.9141347364565978,31.18983349510483,58.36351437633054,summer,compost_barn,0.7850719142678426,0.650688937082071,24.131030314994277,2025-08-21,233
2,Ayrshire,79,594.8826453976849,late,289,4,29.82961003979795,24.32821948461119,dry_fodder,13.784821639630422,4,3.0956204458893923,3.4218774861340053,8.432481917452506,10.14564059641349,39.107361029843275,51.19136355511739,0.9081152822210015,29.634636868820813,61.71349206786704,summer,compost_barn,0.9176100757081184,0.8100363779642568,19.32645247139668,2025-08-22,234
2,Ayrshire,79,594.8826453976849,late,290,4,20.263293100289378,22.222826959695553,green_fodder,10.365997121478213,3,3.658705125709754,6.181684765829751,8.642096171107443,7.176219063062806,38.480593858639985,60.87035228146672,0.8136464696670747,30.019102793396527,48.62914344059794,summer,free_stall,0.6509954649327929,0.6986436452801836,15.46048870759328,2025-08-23,235
2,Ayrshire,79,594.8826453976849,late,291,4,29.33924518331591,20.253943930013055,dry_fodder,12.054529409637757,3,2.8648996920850625,6.452421601792854,5.755345296688583,9.792233101518564,37.61063987554786,74.96044311489183,0.8386017410932398,31.78494308322676,51.167520137335615,summer,tie_stall,0.8459801052610618,0.9559262044214824,16.44230238771934,2025-08-24,236
2,Ayrshire,79,594.8826453976849,late,292,4,29.75941509014277,23.367968405684042,green_fodder,14.60369833632019,3,2.670726292944182,7.059437106541113,6.597548891373163,8.343014002085727,38.2854309824662,55.26573807299504,0.7934332792136923,29.023051047624563,55.96028292042027,summer,pasture,0.8365101742979717,0.6995013519350651,17.90865364192181,2025-08-25,237
2,Ayrshire,79,594.8826453976849,late,293,4,30.194130725559646,21.20713588673859,green_fodder,8.888500048256743,4,0.21536435521789965,4.9944699647387925,6.739264835108181,10.266265200153029,37.93729049612656,58.5096333327047,0.7529160959518669,22.93947812369916,40.177149922013456,summer,pasture,0.6662053269711895,0.5169395801232974,14.965392766354748,2025-08-26,238
